accepted,accepted_correct,accepted_known_accuracy,accepted_open_outage,accepted_unsafe,accuracy,auroc,backbone,calibration_setting,coverage,detector_control,fpr95,goodput_per_resource_proxy,known_id_accuracy,method,open_fraction,refine_rate,refine_threshold,refined,reject_rate,rejected,requested_openout,resource_units_proxy,seed,semantic_goodput,severity,target_openout,threshold
94,91,0.9680851063829787,0.031914893617021274,3,0.08984375,0.9997784101511477,dino+siglip2+openclip,openout<=0.01,0.091796875,mixed_open_calibration,0.0,0.48663101604278075,1.0,opensemcom_calibrated,0.91,0.0,0.1465924247350647,0,0.908203125,930,openout<=0.05,187.0,2,0.0888671875,extreme,openout<=0.01,0.0743048615498382
94,92,0.9787234042553191,0.02127659574468085,2,0.08984375,0.9989270386266095,dino+siglip2+openclip,openout<=0.02,0.091796875,semantic_harq_refine,0.0,0.47668393782383417,1.0,opensemcom_harq_refine,0.91,0.00390625,0.1499607067637041,4,0.904296875,926,openout<=0.05,193.0,0,0.08984375,extreme,openout<=0.02,0.0
94,92,0.9787234042553191,0.02127659574468085,2,0.08984375,0.9989270386266095,dino+siglip2+openclip,openout<=0.02,0.091796875,semantic_harq_refine,0.0,0.4730077120822622,1.0,opensemcom_harq_refine,0.91,0.0048828125,0.16056835409541703,5,0.9033203125,925,openout<=0.05,194.5,1,0.08984375,extreme,openout<=0.02,0.0
384,384,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,openout<=0.02,0.6,learned_selective_risk+semantic_harq_refine,0.0,0.9340792994405254,1.0,opensemcom,0.25,0.0015625,0.24999951042100452,1,0.3984375,255,openout<=0.10,411.1,0,0.6,mild,openout<=0.02,0.0
403,384,0.9528535980148883,0.04714640198511166,19,0.6,0.9937642415364584,dino+siglip2+openclip,openout<=0.10,0.6296875,learned_selective_risk+semantic_harq_refine,0.0026041666666666665,0.490923037586295,1.0,opensemcom,0.25,0.3703125,0.9999999582748195,237,0.0,0,openout<=0.10,782.2,1,0.6,mild,openout<=0.10,0.9828249217958626
388,383,0.9871134020618557,0.01288659793814433,5,0.6,0.9971771240234375,dino+siglip2+openclip,openout<=0.05,0.60625,learned_selective_risk+semantic_harq_refine,0.0026041666666666665,0.48407482305358945,1.0,opensemcom,0.25,0.39375,0.9999998976631478,252,0.0,0,openout<=0.10,791.2,2,0.5984375,mild,openout<=0.05,0.8964437161836681
385,382,0.9922077922077922,0.007792207792207792,3,0.596875,0.9999898274739584,DINOv3,openout<=0.05,0.6015625,one_vs_rest,0.0,0.4817150063051702,0.9947916666666666,dino_one_vs_rest,0.25,0.3984375,0.9999998733268657,255,0.0,0,openout<=0.10,793.0,0,0.596875,mild,openout<=0.05,0.8102726692097667
388,383,0.9871134020618557,0.01288659793814433,5,0.5984375,1.0,DINOv3,openout<=0.05,0.60625,one_vs_rest,0.0,0.48407482305358945,0.9973958333333334,dino_one_vs_rest,0.25,0.39375,0.999999947873905,252,0.0,0,openout<=0.10,791.2,1,0.5984375,mild,openout<=0.05,0.8271828840669304
389,381,0.9794344473007712,0.02056555269922879,8,0.5953125,0.999969482421875,DINOv3,openout<=0.05,0.6078125,one_vs_rest,0.0,0.48191247154060207,0.9921875,dino_one_vs_rest,0.25,0.3921875,0.9999999053531686,251,0.0,0,openout<=0.10,790.6,2,0.5953125,mild,openout<=0.05,0.8756228323373485
390,384,0.9846153846153847,0.015384615384615385,6,0.6,1.0,OpenCLIP-DFN5B,openout<=0.05,0.609375,best_ood:one_vs_rest,0.0,0.4860759493670886,1.0,openclip_best_ood,0.25,0.390625,0.9999999994503184,250,0.0,0,openout<=0.10,790.0,0,0.6,mild,openout<=0.05,0.9117886066880002
392,384,0.9795918367346939,0.02040816326530612,8,0.6,0.99847412109375,OpenCLIP-DFN5B,openout<=0.05,0.6125,best_ood:one_vs_rest,0.0,0.48681541582150106,1.0,openclip_best_ood,0.25,0.3875,0.9999999998925508,248,0.0,0,openout<=0.10,788.8,1,0.6,mild,openout<=0.05,0.9358989352930743
388,383,0.9871134020618557,0.01288659793814433,5,0.5984375,0.9991861979166666,OpenCLIP-DFN5B,openout<=0.05,0.60625,best_ood:one_vs_rest,0.0026041666666666665,0.48407482305358945,0.9973958333333334,openclip_best_ood,0.25,0.39375,0.9999999988152088,252,0.0,0,openout<=0.10,791.2,2,0.5984375,mild,openout<=0.05,0.9340355125253572
391,383,0.979539641943734,0.020460358056265986,8,0.5984375,0.9998067220052084,SigLIP2,openout<=0.10,0.6109375,best_ood:one_vs_rest,0.0,0.48517861667088924,0.9973958333333334,siglip2_best_ood,0.25,0.3890625,0.9999999991421626,249,0.0,0,openout<=0.10,789.4000000000001,0,0.5984375,mild,openout<=0.10,0.9545915324611244
390,381,0.9769230769230769,0.023076923076923078,9,0.5953125,0.9999593098958334,SigLIP2,openout<=0.05,0.609375,best_ood:one_vs_rest,0.0,0.48227848101265824,0.9921875,siglip2_best_ood,0.25,0.390625,0.9999999998896709,250,0.0,0,openout<=0.10,790.0,1,0.5953125,mild,openout<=0.05,0.8518456414561563
391,378,0.9667519181585678,0.03324808184143223,13,0.590625,0.9998779296875,SigLIP2,openout<=0.10,0.6109375,best_ood:one_vs_rest,0.0,0.47884469217126924,0.984375,siglip2_best_ood,0.25,0.3890625,0.9999999997432678,249,0.0,0,openout<=0.10,789.4000000000001,2,0.590625,mild,openout<=0.10,0.9372278141404897
391,384,0.9820971867007673,0.017902813299232736,7,0.6,0.99993896484375,dino+siglip2+openclip,openout<=0.05,0.6109375,learned_risk_head_only,0.0,0.9101682863237734,1.0,opensemcom_risk_head,0.25,0.00625,0.9749247342348117,4,0.3828125,245,openout<=0.10,421.9,0,0.6,mild,openout<=0.05,0.7249257475137729
404,383,0.948019801980198,0.05198019801980198,21,0.5984375,0.9991658528645834,dino+siglip2+openclip,openout<=0.10,0.63125,learned_risk_head_only,0.005208333333333333,0.4900204708290686,0.9973958333333334,opensemcom_risk_head,0.25,0.36875,0.9999997615814209,236,0.0,0,openout<=0.10,781.6,1,0.5984375,mild,openout<=0.10,0.996834077835083
396,383,0.9671717171717171,0.03282828282828283,13,0.5984375,0.9984944661458334,dino+siglip2+openclip,openout<=0.10,0.61875,learned_risk_head_only,0.0026041666666666665,0.48702950152594093,0.9973958333333334,opensemcom_risk_head,0.25,0.38125,0.9999996423721313,244,0.0,0,openout<=0.10,786.4000000000001,2,0.5984375,mild,openout<=0.10,0.9992397999763489
387,384,0.9922480620155039,0.007751937984496124,3,0.6,1.0,dino+siglip2+openclip,openout<=0.05,0.6046875,mixed_open_calibration,0.0,0.48497095226067194,1.0,opensemcom_calibrated,0.25,0.3953125,0.9999999999138738,253,0.0,0,openout<=0.10,791.8,0,0.6,mild,openout<=0.05,0.8665858674109231
402,384,0.9552238805970149,0.04477611940298507,18,0.6,0.99957275390625,dino+siglip2+openclip,openout<=0.10,0.628125,mixed_open_calibration,0.0,0.4905467552376086,1.0,opensemcom_calibrated,0.25,0.371875,0.9999999999964924,238,0.0,0,openout<=0.10,782.8,1,0.6,mild,openout<=0.10,0.980998879060814
390,383,0.982051282051282,0.017948717948717947,7,0.6,0.99908447265625,dino+siglip2+openclip,openout<=0.05,0.609375,mixed_open_calibration,0.0026041666666666665,0.48481012658227846,1.0,opensemcom_calibrated,0.25,0.390625,0.9999999985568071,250,0.0,0,openout<=0.10,790.0,2,0.5984375,mild,openout<=0.05,0.9261772444305227
384,384,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,openout<=0.02,0.6,semantic_harq_refine,0.0,0.9340792994405254,1.0,opensemcom_harq_refine,0.25,0.0015625,0.24999951042100077,1,0.3984375,255,openout<=0.10,411.1,0,0.6,mild,openout<=0.02,0.0
403,384,0.9528535980148883,0.04714640198511166,19,0.6,0.9937642415364584,dino+siglip2+openclip,openout<=0.10,0.6296875,semantic_harq_refine,0.0026041666666666665,0.490923037586295,1.0,opensemcom_harq_refine,0.25,0.3703125,0.9999999582748195,237,0.0,0,openout<=0.10,782.2,1,0.6,mild,openout<=0.10,0.9827330116224122
388,383,0.9871134020618557,0.01288659793814433,5,0.6,0.9971669514973959,dino+siglip2+openclip,openout<=0.05,0.60625,semantic_harq_refine,0.0026041666666666665,0.48407482305358945,1.0,opensemcom_harq_refine,0.25,0.39375,0.9999998976631478,252,0.0,0,openout<=0.10,791.2,2,0.5984375,mild,openout<=0.05,0.8957808190790324
388,384,0.9896907216494846,0.010309278350515464,4,0.42857142857142855,0.99609375,dino+siglip2+openclip,openout<=0.02,0.4330357142857143,learned_selective_risk+semantic_harq_refine,0.0,0.8751139471285323,1.0,opensemcom,0.5,0.0,0.24999988062203168,0,0.5669642857142857,508,openout<=0.10,438.8,0,0.42857142857142855,medium,openout<=0.02,0.0
411,384,0.9343065693430657,0.06569343065693431,27,0.42857142857142855,0.9977366129557291,dino+siglip2+openclip,openout<=0.10,0.45870535714285715,learned_selective_risk+semantic_harq_refine,0.0,0.3235046335299073,1.0,opensemcom,0.5,0.5412946428571429,0.9999999582455468,485,0.0,0,openout<=0.10,1187.0,1,0.42857142857142855,medium,openout<=0.10,0.9828249217958626
403,383,0.9503722084367245,0.04962779156327544,20,0.42857142857142855,0.9960403442382812,dino+siglip2+openclip,openout<=0.05,0.4497767857142857,learned_selective_risk+semantic_harq_refine,0.0026041666666666665,0.32136264473905013,1.0,opensemcom,0.5,0.5502232142857143,0.9999999177134934,493,0.0,0,openout<=0.10,1191.8000000000002,2,0.42745535714285715,medium,openout<=0.05,0.8964437161836681
393,382,0.9720101781170484,0.027989821882951654,11,0.4263392857142857,0.9997711181640625,DINOv3,openout<=0.05,0.43861607142857145,one_vs_rest,0.0,0.3189180163633327,0.9947916666666666,dino_one_vs_rest,0.5,0.5613839285714286,0.999999988765156,503,0.0,0,openout<=0.10,1197.8000000000002,0,0.4263392857142857,medium,openout<=0.05,0.8102726692097667
395,383,0.9696202531645569,0.030379746835443037,12,0.42745535714285715,1.0,DINOv3,openout<=0.05,0.4408482142857143,one_vs_rest,0.0,0.32007354170148755,0.9973958333333334,dino_one_vs_rest,0.5,0.5591517857142857,0.9999999563315399,501,0.0,0,openout<=0.10,1196.6,1,0.42745535714285715,medium,openout<=0.05,0.8271828840669304
408,381,0.9338235294117647,0.0661764705882353,27,0.4252232142857143,0.9997660319010416,DINOv3,openout<=0.05,0.45535714285714285,one_vs_rest,0.0,0.32049125168236875,0.9921875,dino_one_vs_rest,0.5,0.5446428571428571,0.9999998906849286,488,0.0,0,openout<=0.10,1188.8000000000002,2,0.4252232142857143,medium,openout<=0.05,0.8756228323373485
401,384,0.9576059850374065,0.04239401496259352,17,0.42857142857142855,0.9998779296875,OpenCLIP-DFN5B,openout<=0.05,0.44754464285714285,best_ood:one_vs_rest,0.0,0.32187761944677284,1.0,openclip_best_ood,0.5,0.5524553571428571,0.999999999857738,495,0.0,0,openout<=0.10,1193.0,0,0.42857142857142855,medium,openout<=0.05,0.9117886066880002
395,384,0.9721518987341772,0.027848101265822784,11,0.42857142857142855,0.9998931884765625,OpenCLIP-DFN5B,openout<=0.05,0.4408482142857143,best_ood:one_vs_rest,0.0,0.32090924285475514,1.0,openclip_best_ood,0.5,0.5591517857142857,0.9999999999773452,501,0.0,0,openout<=0.10,1196.6,1,0.42857142857142855,medium,openout<=0.05,0.9358989352930743
401,383,0.9551122194513716,0.04488778054862843,18,0.42745535714285715,0.9992879231770834,OpenCLIP-DFN5B,openout<=0.05,0.44754464285714285,best_ood:one_vs_rest,0.0026041666666666665,0.32103939647946356,0.9973958333333334,openclip_best_ood,0.5,0.5524553571428571,0.9999999999420772,495,0.0,0,openout<=0.10,1193.0,2,0.42745535714285715,medium,openout<=0.05,0.9340355125253572
405,383,0.945679012345679,0.05432098765432099,22,0.42745535714285715,0.9997406005859375,SigLIP2,openout<=0.10,0.45200892857142855,best_ood:one_vs_rest,0.0,0.3216865445993617,0.9973958333333334,siglip2_best_ood,0.5,0.5479910714285714,0.9999999999967486,491,0.0,0,openout<=0.10,1190.6,0,0.42745535714285715,medium,openout<=0.10,0.9545915324611244
392,381,0.9719387755102041,0.02806122448979592,11,0.4252232142857143,0.9998575846354166,SigLIP2,openout<=0.05,0.4375,best_ood:one_vs_rest,0.0,0.31792389853137515,0.9921875,siglip2_best_ood,0.5,0.5625,0.9999999998873859,504,0.0,0,openout<=0.10,1198.4,1,0.4252232142857143,medium,openout<=0.05,0.8518456414561563
406,378,0.9310344827586207,0.06896551724137931,28,0.421875,0.9995473225911459,SigLIP2,openout<=0.10,0.453125,best_ood:one_vs_rest,0.0,0.3176470588235294,0.984375,siglip2_best_ood,0.5,0.546875,0.9999999999676701,490,0.0,0,openout<=0.10,1190.0,2,0.421875,medium,openout<=0.10,0.9372278141404897
398,384,0.964824120603015,0.035175879396984924,14,0.42857142857142855,0.999420166015625,dino+siglip2+openclip,openout<=0.05,0.44419642857142855,learned_risk_head_only,0.0,0.8270514753392203,1.0,opensemcom_risk_head,0.5,0.012276785714285714,0.9749245852231998,11,0.5435267857142857,487,openout<=0.10,464.3,0,0.42857142857142855,medium,openout<=0.05,0.7249257475137729
412,383,0.9296116504854369,0.0703883495145631,29,0.42745535714285715,0.9994964599609375,dino+siglip2+openclip,openout<=0.10,0.45982142857142855,learned_risk_head_only,0.0026041666666666665,0.3228253540121375,0.9973958333333334,opensemcom_risk_head,0.5,0.5401785714285714,0.9999997615814209,484,0.0,0,openout<=0.10,1186.4,1,0.42745535714285715,medium,openout<=0.10,0.996834077835083
401,382,0.9526184538653366,0.04738154613466334,19,0.42745535714285715,0.9985707600911459,dino+siglip2+openclip,openout<=0.05,0.44754464285714285,learned_risk_head_only,0.005208333333333333,0.3202011735121542,0.9973958333333334,opensemcom_risk_head,0.5,0.5524553571428571,0.9999997019767761,495,0.0,0,openout<=0.10,1193.0,2,0.4263392857142857,medium,openout<=0.05,0.9047745555639274
397,384,0.9672544080604534,0.0327455919395466,13,0.42857142857142855,0.999847412109375,dino+siglip2+openclip,openout<=0.05,0.44308035714285715,mixed_open_calibration,0.0,0.3212313869834365,1.0,opensemcom_calibrated,0.5,0.5569196428571429,0.9999999999955798,499,0.0,0,openout<=0.10,1195.4,0,0.42857142857142855,medium,openout<=0.05,0.8665858674109231
412,384,0.9320388349514563,0.06796116504854369,28,0.42857142857142855,0.9997151692708334,dino+siglip2+openclip,openout<=0.10,0.45982142857142855,mixed_open_calibration,0.0,0.3236682400539447,1.0,opensemcom_calibrated,0.5,0.5401785714285714,0.9999999999590952,484,0.0,0,openout<=0.10,1186.4,1,0.42857142857142855,medium,openout<=0.10,0.980998879060814
402,383,0.9527363184079602,0.0472636815920398,19,0.42857142857142855,0.9989369710286459,dino+siglip2+openclip,openout<=0.05,0.4486607142857143,mixed_open_calibration,0.0026041666666666665,0.32120093928212007,1.0,opensemcom_calibrated,0.5,0.5513392857142857,0.9999999995984721,494,0.0,0,openout<=0.10,1192.4,2,0.42745535714285715,medium,openout<=0.05,0.9261772444305227
388,384,0.9896907216494846,0.010309278350515464,4,0.42857142857142855,0.99609375,dino+siglip2+openclip,openout<=0.02,0.4330357142857143,semantic_harq_refine,0.0,0.8691715708465368,1.0,opensemcom_harq_refine,0.5,0.002232142857142857,0.24999988062203043,2,0.5647321428571429,506,openout<=0.10,441.8,0,0.42857142857142855,medium,openout<=0.02,0.0
411,384,0.9343065693430657,0.06569343065693431,27,0.42857142857142855,0.9977366129557291,dino+siglip2+openclip,openout<=0.10,0.45870535714285715,semantic_harq_refine,0.0,0.3235046335299073,1.0,opensemcom_harq_refine,0.5,0.5412946428571429,0.9999999582455468,485,0.0,0,openout<=0.10,1187.0,1,0.42857142857142855,medium,openout<=0.10,0.9827330116224122
404,383,0.948019801980198,0.05198019801980198,21,0.42857142857142855,0.9960352579752604,dino+siglip2+openclip,openout<=0.05,0.45089285714285715,semantic_harq_refine,0.0026041666666666665,0.3215245130960376,1.0,opensemcom_harq_refine,0.5,0.5491071428571429,0.9999999177134934,492,0.0,0,openout<=0.10,1191.2,2,0.42745535714285715,medium,openout<=0.05,0.8957808190790324
263,256,0.973384030418251,0.026615969581749048,7,0.25,0.9954427083333334,dino+siglip2+openclip,openout<=0.02,0.2568359375,learned_selective_risk+semantic_harq_refine,0.0,0.7483192049108447,1.0,opensemcom,0.75,0.001953125,0.24999989670718842,2,0.7412109375,759,openout<=0.10,342.1,0,0.25,hard,openout<=0.02,0.0
261,253,0.9693486590038314,0.03065134099616858,8,0.25,0.9976959228515625,dino+siglip2+openclip,openout<=0.05,0.2548828125,learned_selective_risk+semantic_harq_refine,0.0,0.7434616514839847,1.0,opensemcom,0.75,0.001953125,0.4432066834511969,2,0.7431640625,761,openout<=0.10,340.3,1,0.2470703125,hard,openout<=0.05,0.19320678993262158
276,256,0.927536231884058,0.07246376811594203,20,0.25,0.9985809326171875,dino+siglip2+openclip,openout<=0.05,0.26953125,learned_selective_risk+semantic_harq_refine,0.0,0.17381857686040197,1.0,opensemcom,0.75,0.73046875,0.9999999206621842,748,0.0,0,openout<=0.10,1472.8,2,0.25,hard,openout<=0.05,0.8964437161836681
266,255,0.9586466165413534,0.041353383458646614,11,0.2490234375,0.9998575846354166,DINOv3,openout<=0.05,0.259765625,one_vs_rest,0.0,0.1724371111712199,0.99609375,dino_one_vs_rest,0.75,0.740234375,0.9999999855399715,758,0.0,0,openout<=0.10,1478.8,0,0.2490234375,hard,openout<=0.05,0.8102726692097667
270,256,0.9481481481481482,0.05185185185185185,14,0.25,0.9998881022135416,DINOv3,openout<=0.05,0.263671875,one_vs_rest,0.0,0.17339474397182333,1.0,dino_one_vs_rest,0.75,0.736328125,0.9999999698641453,754,0.0,0,openout<=0.10,1476.4,1,0.25,hard,openout<=0.05,0.8271828840669304
257,252,0.980544747081712,0.019455252918287938,5,0.2470703125,0.9999593098958334,DINOv3,openout<=0.01,0.2509765625,one_vs_rest,0.0,0.7451212300413955,0.98828125,dino_one_vs_rest,0.75,0.0029296875,0.40445211328732755,3,0.74609375,764,openout<=0.10,338.20000000000005,2,0.24609375,hard,openout<=0.01,0.15449886218272468
281,256,0.9110320284697508,0.08896797153024912,25,0.25,0.9996287027994791,OpenCLIP-DFN5B,openout<=0.05,0.2744140625,best_ood:one_vs_rest,0.0,0.17417335691930874,1.0,openclip_best_ood,0.75,0.7255859375,0.9999999999881926,743,0.0,0,openout<=0.10,1469.8,0,0.25,hard,openout<=0.05,0.9117886066880002
269,256,0.9516728624535316,0.048327137546468404,13,0.25,0.9998779296875,OpenCLIP-DFN5B,openout<=0.05,0.2626953125,best_ood:one_vs_rest,0.0,0.17332430602572782,1.0,openclip_best_ood,0.75,0.7373046875,0.9999999999773452,755,0.0,0,openout<=0.10,1477.0,1,0.25,hard,openout<=0.05,0.9358989352930743
274,256,0.9343065693430657,0.06569343065693431,18,0.25,0.99993896484375,OpenCLIP-DFN5B,openout<=0.05,0.267578125,best_ood:one_vs_rest,0.0,0.17367706919945725,1.0,openclip_best_ood,0.75,0.732421875,0.9999999999420772,750,0.0,0,openout<=0.10,1474.0,2,0.25,hard,openout<=0.05,0.9340355125253572
256,254,0.9921875,0.0078125,2,0.2490234375,0.9997406005859375,SigLIP2,openout<=0.01,0.25,best_ood:one_vs_rest,0.0,0.7366589327146171,0.99609375,siglip2_best_ood,0.75,0.0078125,0.28441998858889306,8,0.7421875,760,openout<=0.10,344.8,0,0.248046875,hard,openout<=0.01,0.034447501766544895
275,253,0.92,0.08,22,0.2470703125,0.9999033610026041,SigLIP2,openout<=0.05,0.2685546875,best_ood:one_vs_rest,0.0,0.1717116872539704,0.98828125,siglip2_best_ood,0.75,0.7314453125,0.9999999999835614,749,0.0,0,openout<=0.10,1473.4,1,0.2470703125,hard,openout<=0.05,0.8518456414561563
264,252,0.9545454545454546,0.045454545454545456,12,0.2470703125,0.9997304280598959,SigLIP2,openout<=0.05,0.2578125,best_ood:one_vs_rest,0.0,0.683853459972863,0.98828125,siglip2_best_ood,0.75,0.0185546875,0.9376554809978415,19,0.7236328125,741,openout<=0.10,368.5,2,0.24609375,hard,openout<=0.05,0.6876902460632138
280,256,0.9142857142857143,0.08571428571428572,24,0.25,0.9976654052734375,dino+siglip2+openclip,openout<=0.05,0.2734375,learned_risk_head_only,0.0,0.6986899563318777,1.0,opensemcom_risk_head,0.75,0.0078125,0.9749236911535282,8,0.71875,736,openout<=0.10,366.40000000000003,0,0.25,hard,openout<=0.05,0.7249257475137729
259,252,0.972972972972973,0.02702702702702703,7,0.2490234375,0.9995320638020834,dino+siglip2+openclip,openout<=0.05,0.2529296875,learned_risk_head_only,0.0,0.7346938775510204,0.99609375,opensemcom_risk_head,0.75,0.0048828125,0.2732501512020829,5,0.7421875,760,openout<=0.10,343.0,1,0.24609375,hard,openout<=0.05,0.023253384754061943
277,255,0.9205776173285198,0.07942238267148015,22,0.25,0.9992116292317709,dino+siglip2+openclip,openout<=0.05,0.2705078125,learned_risk_head_only,0.00390625,0.17321016166281755,1.0,opensemcom_risk_head,0.75,0.7294921875,0.9999997019767761,747,0.0,0,openout<=0.10,1472.2,2,0.2490234375,hard,openout<=0.05,0.9047745555639274
277,256,0.924187725631769,0.07581227436823104,21,0.25,0.9985758463541666,dino+siglip2+openclip,openout<=0.05,0.2705078125,mixed_open_calibration,0.0,0.17388941719875017,1.0,opensemcom_calibrated,0.75,0.7294921875,0.9999999999955798,747,0.0,0,openout<=0.10,1472.2,0,0.25,hard,openout<=0.05,0.8665858674109231
258,253,0.9806201550387597,0.01937984496124031,5,0.25,0.9996744791666666,dino+siglip2+openclip,openout<=0.05,0.251953125,mixed_open_calibration,0.0,0.7395498392282958,1.0,opensemcom_calibrated,0.75,0.0048828125,0.6164441690755929,5,0.7431640625,761,openout<=0.10,342.1,1,0.2470703125,hard,openout<=0.05,0.3664544179965301
277,256,0.924187725631769,0.07581227436823104,21,0.25,0.9998677571614584,dino+siglip2+openclip,openout<=0.05,0.2705078125,mixed_open_calibration,0.0,0.17388941719875017,1.0,opensemcom_calibrated,0.75,0.7294921875,0.9999999999080043,747,0.0,0,openout<=0.10,1472.2,2,0.25,hard,openout<=0.05,0.9261772444305227
263,256,0.973384030418251,0.026615969581749048,7,0.25,0.9954427083333334,dino+siglip2+openclip,openout<=0.02,0.2568359375,semantic_harq_refine,0.0,0.7418139669660968,1.0,opensemcom_harq_refine,0.75,0.00390625,0.24999989670718767,4,0.7392578125,757,openout<=0.10,345.09999999999997,0,0.25,hard,openout<=0.02,0.0
261,253,0.9693486590038314,0.03065134099616858,8,0.25,0.9976959228515625,dino+siglip2+openclip,openout<=0.05,0.2548828125,semantic_harq_refine,0.0,0.7434616514839847,1.0,opensemcom_harq_refine,0.75,0.001953125,0.40216103239571865,2,0.7431640625,761,openout<=0.10,340.3,1,0.2470703125,hard,openout<=0.05,0.15216113887714333
277,256,0.924187725631769,0.07581227436823104,21,0.25,0.997283935546875,dino+siglip2+openclip,openout<=0.05,0.2705078125,semantic_harq_refine,0.0,0.17388941719875017,1.0,opensemcom_harq_refine,0.75,0.7294921875,0.9999999206621842,747,0.0,0,openout<=0.10,1472.2,2,0.25,hard,openout<=0.05,0.8957808190790324
94,92,0.9787234042553191,0.02127659574468085,2,0.08984375,0.9989270386266095,dino+siglip2+openclip,openout<=0.02,0.091796875,learned_selective_risk+semantic_harq_refine,0.0,0.4842105263157895,1.0,opensemcom,0.91,0.001953125,0.13310512380544304,2,0.90625,928,openout<=0.10,190.0,0,0.08984375,extreme,openout<=0.02,0.0
93,92,0.989247311827957,0.010752688172043012,1,0.08984375,0.9994635193133047,dino+siglip2+openclip,openout<=0.02,0.0908203125,learned_selective_risk+semantic_harq_refine,0.0,0.4789172306090577,1.0,opensemcom,0.91,0.00390625,0.14333816809294814,4,0.9052734375,927,openout<=0.10,192.10000000000002,1,0.08984375,extreme,openout<=0.02,0.0
96,91,0.9479166666666666,0.052083333333333336,5,0.08984375,0.9971368259003546,dino+siglip2+openclip,openout<=0.01,0.09375,learned_selective_risk+semantic_harq_refine,0.0,0.4781923279033105,1.0,opensemcom,0.91,0.0009765625,0.09766169379422704,1,0.9052734375,927,openout<=0.10,190.3,2,0.0888671875,extreme,openout<=0.01,0.0
93,90,0.967741935483871,0.03225806451612903,3,0.0888671875,0.9999416868818809,DINOv3,openout<=0.01,0.0908203125,one_vs_rest,0.0,0.4759386567953463,0.9891304347826086,dino_one_vs_rest,0.91,0.001953125,0.14171085607460188,2,0.9072265625,929,openout<=0.10,189.10000000000002,0,0.087890625,extreme,openout<=0.01,0.05218701414884168
91,90,0.989010989010989,0.01098901098901099,1,0.0888671875,1.0,DINOv3,openout<=0.01,0.0888671875,one_vs_rest,0.0,0.4843918191603875,0.9891304347826086,dino_one_vs_rest,0.91,0.0009765625,0.13060954242523548,1,0.91015625,932,openout<=0.10,185.8,1,0.087890625,extreme,openout<=0.01,0.05191617390246041
94,91,0.9680851063829787,0.031914893617021274,3,0.0888671875,0.9999766747527524,DINOv3,openout<=0.01,0.091796875,one_vs_rest,0.0,0.48663101604278075,0.9891304347826086,dino_one_vs_rest,0.91,0.0,0.22788066952742844,0,0.908203125,930,openout<=0.10,187.0,2,0.0888671875,extreme,openout<=0.01,0.15449886218272468
92,90,0.9782608695652174,0.021739130434782608,2,0.08984375,0.9999066990110095,OpenCLIP-DFN5B,openout<=0.01,0.08984375,best_ood:one_vs_rest,0.0,0.4782146652497343,1.0,openclip_best_ood,0.91,0.001953125,0.15365295613229168,2,0.908203125,930,openout<=0.10,188.2,0,0.087890625,extreme,openout<=0.01,0.08054654700824822
91,91,1.0,0.0,0,0.08984375,0.9999766747527524,OpenCLIP-DFN5B,openout<=0.01,0.0888671875,best_ood:one_vs_rest,0.0,0.48977395048439176,1.0,openclip_best_ood,0.91,0.0009765625,0.06919662976039626,1,0.91015625,932,openout<=0.10,185.8,1,0.0888671875,extreme,openout<=0.01,0.019196629760396246
92,90,0.9782608695652174,0.021739130434782608,2,0.08984375,0.9998250606456428,OpenCLIP-DFN5B,openout<=0.01,0.08984375,best_ood:one_vs_rest,0.0,0.4782146652497343,1.0,openclip_best_ood,0.91,0.001953125,0.10236659200427388,2,0.908203125,930,openout<=0.10,188.2,2,0.087890625,extreme,openout<=0.01,0.052366592004273876
91,91,1.0,0.0,0,0.08984375,0.9995568203022952,SigLIP2,openout<=0.01,0.0888671875,best_ood:one_vs_rest,0.0,0.4781923279033105,1.0,siglip2_best_ood,0.91,0.00390625,0.14508614444972764,4,0.9072265625,929,openout<=0.10,190.3,0,0.0888671875,extreme,openout<=0.01,0.034447501766544895
91,91,1.0,0.0,0,0.08984375,1.0,SigLIP2,openout<=0.01,0.0888671875,best_ood:one_vs_rest,0.0,0.4937601736299511,1.0,siglip2_best_ood,0.91,0.0,0.07635792176215955,0,0.9111328125,933,openout<=0.10,184.3,1,0.0888671875,extreme,openout<=0.01,0.026357921762159543
101,92,0.9108910891089109,0.0891089108910891,9,0.08984375,0.9999766747527524,SigLIP2,openout<=0.05,0.0986328125,best_ood:one_vs_rest,0.0,0.4759441282979824,1.0,siglip2_best_ood,0.91,0.0,0.7405030956495834,0,0.9013671875,923,openout<=0.10,193.3,2,0.08984375,extreme,openout<=0.05,0.6876902460632138
93,88,0.946236559139785,0.053763440860215055,5,0.08984375,0.9997200970330286,dino+siglip2+openclip,openout<=0.02,0.0908203125,learned_risk_head_only,0.0,0.4311611954924056,1.0,opensemcom_risk_head,0.91,0.01171875,0.2215907214861365,12,0.8974609375,919,openout<=0.10,204.10000000000002,0,0.0859375,extreme,openout<=0.02,0.008203276870772427
